doc_id,page_number,text
IR_ch6,34,introduction to information retrieval sec length normalization a vector can be length normalized by dividing each of its components by its length for this we use the l norm x x i i dividing a vector by its l norm makes it a unit length vector on surface of unit hypersphere effect on the two documents d and d d appended to itself from earlier slide they have identical vectors after length normalization long and short documents now have comparable weights
IR_ch6,35,introduction to information retrieval cosine query document c o s q d q q d d q q d d v i q v i i q i d i v i d i sec dot product unit vectors q is the tf idf weight of term i in the query i d is the tf idf weight of term i in the document i cos q d is the cosine similarity of q and d or equivalently the cosine of the angle between q and d
IR_ch6,36,introduction to information retrieval cosine for length normalized vectors for length normalized vectors cosine similarity is simply the dot product or scalar product v cos q d q d q d i i i for q d length normalized
IR_ch6,37,introduction to information retrieval cosine similarity illustrated
IR_ch6,38,introduction to information retrieval sec cosine similarity amongst documents how similar are the novels term sas pap wh sas sense and affection sensibility jealous pap pride and gossip wuthering prejudice and wh wuthering term frequencies counts heights note to simplify this example we don t do idf weighting
IR_ch6,39,introduction to information retrieval sec documents example contd log frequency weighting after length normalization term sas pap wh term sas pap wh affection affection jealous jealous gossip gossip wuthering wuthering cos sas pap cos sas wh cos pap wh why do we have cos sas pap cos sas wh
IR_ch6,40,introduction to information retrieval sec computing cosine scores
IR_ch6,41,introduction to information retrieval sec tf idf weighting has many variants columns headed n are acronyms for weight schemes why is the base of the log in idf immaterial
IR_ch6,42,introduction to information retrieval sec weighting may differ in queries vs documents many search engines allow for different weightings for queries vs documents smart notation denotes the combination in use in an engine with the notation ddd qqq using the acronyms from the previous table a very standard weighting scheme is lnc ltc document logarithmic tf l as first character no idf and cosine normalization a bad idea query logarithmic tf l in leftmost column idf t in second column no normalization
IR_ch6,43,introduction to information retrieval sec tf idf example lnc ltc document car insurance auto insurance query best car insurance term query document pro d tf tf wt df idf wt n liz tf raw tf wt wt n liz raw e e auto best car insurance exercise what is n the number of docs doc length score
IR_ch6,44,introduction to information retrieval summary vector space ranking represent the query as a weighted tf idf vector represent each document as a weighted tf idf vector compute the cosine similarity score for the query vector and each document vector rank documents with respect to the query by score return the top k e g k to the user
IR_ch6,45,introduction to information retrieval ch resources for today s lecture iir http www miislita com information retrieval tutorial cosine similarity tutorial html term weighting and cosine similarity tutorial for seo folk
IR_ch7,1,introduction to information retrieval introduction to information retrieval probabilistic information retrieval christopher manning and pandu nayak
IR_ch7,2,introduction to information retrieval ch from boolean to ranked retrieval why ranked retrieval introduction to the classical probabilistic retrieval model and the probability ranking principle the binary independence model bim relevance feedback briefly the vector space model vsm quick cameo bm model ranking with features bm f if time allows
IR_ch7,3,introduction to information retrieval ch ranked retrieval thus far our queries have all been boolean documents either match or don t can be good for expert users with precise understanding of their needs and the collection can also be good for applications applications can easily consume s of results not good for the majority of users most users incapable of writing boolean queries or they are but they think it s too much work most users don t want to wade through s of results this is particularly true of web search
IR_ch7,4,introduction to information retrieval ch problem with boolean search feast or famine boolean queries often result in either too few or too many s results query standard user dlink hits query standard user dlink no card found hits it takes a lot of skill to come up with a query that produces a manageable number of hits and gives too few or gives too many suggested solution rank documents by goodness a sort of clever soft and
IR_ch7,5,introduction to information retrieval why probabilities in ir understanding user query information need of user need is representation uncertain how to match uncertain guess of document whether document documents representation has relevant content in traditional ir systems matching between each document and query is attempted in a semantically imprecise space of index terms probabilities provide a principled foundation for uncertain reasoning can we use probabilities to quantify our search uncertainties
IR_ch7,6,introduction to information retrieval probabilistic ir topics classical probabilistic retrieval model probability ranking principle etc binary independence model naïve bayes text cat okapi bm bayesian networks for text retrieval language model approach to ir iir ch an important development in s ir probabilistic methods are one of the oldest but also one of the currently hot topics in ir traditionally neat ideas but didn t win on performance it seems to be different now
IR_ch7,7,introduction to information retrieval who are these people karen spärck jones karen spärck jones stephen robertson keith van rijsbergen
IR_ch7,8,introduction to information retrieval the document ranking problem we have a collection of documents user issues a query a list of documents needs to be returned ranking method is the core of modern ir systems in what order do we present documents to the user we want the best document to be first second best second etc idea rank by probability of relevance of the document w r t information need p r document query i
IR_ch7,9,introduction to information retrieval the probability ranking principle prp if a reference retrieval system s response to each request is a ranking of the documents in the collection in order of decreasing probability of relevance to the user who submitted the request where the probabilities are estimated as accurately as possible on the basis of whatever data have been made available to the system for this purpose the overall effectiveness of the system to its user will be the best that is obtainable on the basis of those data s s s robertson w s cooper m e maron van rijsbergen manning schütze
IR_ch7,10,introduction to information retrieval for events a and b bayes rule prior odds p p a a b b p p a b ç p a b b p a p a å b x p p a b b a p a b p p b x a a p x p a recall a few probability basics posterior p a p a o a p a p a
IR_ch7,11,introduction to information retrieval the probability ranking principle prp let x represent a document in the collection let r represent relevance of a document w r t given fixed query and let r represent relevant and r not relevant p p r r x x p p x x r r p p x p x p r r need to find p r x probability that a document x is relevant p r p r prior probability of retrieving a relevant or non relevant document at random p x r p x r probability that if a relevant not relevant document is retrieved it is x p r x p r x
IR_ch7,12,introduction to information retrieval probabilistic retrieval strategy first estimate how each term contributes to relevance how do other things like term frequency and document length influence your judgments about document relevance not at all in bim a more nuanced answer is given by bm combine to find document relevance probability order documents by decreasing probability theorem using the prp is optimal in that it minimizes the loss bayes risk under loss provable if all probabilities correct etc e g ripley
IR_ch7,13,introduction to information retrieval binary independence model traditionally used in conjunction with prp binary boolean documents are represented as binary incidence vectors of terms cf iir chapter iff term i is present in document x independence terms occur in documents independently different documents can be modeled as the same vector x x i x x n
IR_ch7,14,introduction to information retrieval binary independence model queries binary term incidence vectors given query q for each document d need to compute p r q d replace with computing p r q x where x is binary term incidence vector representing d interested only in ranking will use odds and bayes rule p r q p x r q p r q x p x q o r q x p r q p x r q p r q x p x q
IR_ch7,15,introduction to information retrieval binary independence model using independence assumption n p x r q õ o r q x o r q i p x r q i i p p x x r r q q õ i n p p x x i i r r q q p r q x p r q p x r q o r q x p r q x p r q p x r q constant for a needs estimation given query
IR_ch7,16,introduction to information retrieval binary independence model since x is either or i p x r q p x r q õ õ o r q x o r q i i p x r q p x r q x i x i i i let p i p x i r q r p x r q i i p r assume for all terms not occurring in the query q i i i o r q x o r q õ i n p p x x i i r r q q p p õ õ o r q x o r q i i r r x i x i i i q q i i
IR_ch7,17,introduction to information retrieval document relevant r not relevant r term present x p r i i i term absent x p r i i i
IR_ch7,18,introduction to information retrieval binary independence model all matching terms non matching query terms æ ö p r p p õ õ õ o r q x o r q i ç i i i r p r r è ø x i x i i x i i i i q q q i i i p r p õ õ o r q x o r q i i i r p r x q i i q i i i i all matching terms all query terms o r q x o r q x õ i q i p r i i õ xq i i p r i i
IR_ch7,19,introduction to information retrieval binary independence model constant for each query only quantity to be estimated for rankings o r q x o r q x i q i r p i i p r i i q i p r i i retrieval status value p r p r rsv log i i log i i r p r p x q i i x q i i i i i i
IR_ch7,20,introduction to information retrieval binary independence model robertson spärck jones all boils down to computing rsv r r s s v v l x o i g q i x i c i q i r p i c i i l p o r i i g r p i i x i q i p r i i l o g r p i i p r i i the c are log odds ratios of contingency table a few slides back i they function as the term weights in this model so how do we compute c s from our data i
IR_ch7,21,introduction to information retrieval graphical model for bim bernoulli nb r binary x i variables i î q x i t f i ¹
IR_ch7,22,introduction to information retrieval binary independence model estimating rsv coefficients in theory for each term i look at this table of document counts d x x t o i i o c t a u l m e n t s p i r e l e s s s v s s a s n t n o n n r n n n e l s s s e v a s n t t o n t n n a l n n s estimates for now r i n s assume no zero terms s s s c k n n s s log remember i n s n n s s smoothing c i l o g p r i i p r i i
IR_ch7,23,introduction to information retrieval estimation key challenge if non relevant documents are approximated by the whole collection then r prob of occurrence i in non relevant documents for query is n n and inverse document frequency idf spärck jones a key still important term weighting concept l o g r i r i l o g n n n s s s l o g n n n l o g n n i d f
IR_ch7,24,introduction to information retrieval sec collection vs document frequency collection frequency of t is the total number of occurrences of t in the collection incl multiples document frequency is number of docs t is in example word collection frequency document frequency insurance try which word is a better search term and should get a higher weight
IR_ch7,25,introduction to information retrieval estimation key challenge p probability of occurrence in relevant i documents cannot be approximated as easily p can be estimated in various ways i from relevant documents if you know some relevance weighting can be used in a feedback loop constant croft and harper combination match then just get idf weighting of terms with p i proportional to prob of occurrence in collection greiff sigir argues for df n i r s v x å i q i l o g n n i
IR_ch7,26,introduction to information retrieval probabilistic relevance feedback guess a preliminary probabilistic description of r documents use it to retrieve a set of documents interact with the user to refine the description learn some definite members with r and r re estimate p and r on the basis of these i i if i appears in v within set of documents v p v v i i i or can combine new information with original guess use bayesian prior v p p i i κ is i v prior weight repeat thus generating a succession of approximations to relevant documents
IR_ch7,27,introduction to information retrieval pseudo relevance feedback iteratively auto estimate p and r i i assume that p is constant over all x in query and r i i i as before p even odds for any given doc i determine guess of relevant document set v is fixed size set of highest ranked documents on this model we need to improve our guesses for p and r so i i use distribution of x in docs in v let v be set of i i documents containing x i p v v i i assume if not retrieved then not relevant r n v n v i i i go to until converges then return ranking
IR_ch7,28,introduction to information retrieval prp and bim it is possible to reasonably approximate probabilities but either require partial relevance information or need to make do with somewhat inferior term weights requires restrictive assumptions relevance of each document is independent of others really it s bad to keep on returning duplicates term independence terms not in query don t affect the outcome boolean representation of documents queries boolean notion of relevance some of these assumptions can be removed
IR_ch7,29,introduction to information retrieval removing term independence in general index terms aren t independent hong kong dependencies can be complex van rijsbergen proposed simple model of dependencies as a tree each term dependent on one other exactly friedman and goldszmidt s tree augmented naive bayes aaai in s estimation problems held back success of this model
IR_ch7,30,introduction to information retrieval term frequency and the vsm right in the first lecture we said that a page should rank higher if it mentions a word more perhaps modulated by things like page length why not in bim much of early ir was designed for titles or abstracts and not for modern full text search we now want a model with term frequency in it we ll mainly look at a probabilistic model bm first a quick summary of vector space model
IR_ch7,31,introduction to information retrieval summary vector space ranking ch represent the query as a weighted term frequency inverse document frequency tf idf vector represent each document as a weighted tf idf vector compute the cosine similarity score for the query vector and each document vector rank documents with respect to the query by score return the top k e g k to the user
IR_ch7,32,introduction to information retrieval
IR_ch7,33,introduction to information retrieval sec cosine similarity
IR_ch7,34,introduction to information retrieval sec tf idf weighting has many variants
IR_ch7,35,introduction to information retrieval bm
IR_ch7,36,introduction to information retrieval okapi bm robertson et al trec city u bm best match they had a bunch of tries developed in the context of the okapi system started to be increasingly adopted by other teams during the trec competitions it works well goal be sensitive to term frequency and document length while not adding too many parameters robertson and zaragoza spärck jones et al
IR_ch7,37,introduction to information retrieval generative model for documents words are drawn independently from the vocabulary using a multinomial distribution the draft is that each team is given a position in the draft basic given draft team the each nfl annual team of draft design nfl football is that football
IR_ch7,38,introduction to information retrieval generative model for documents distribution of term frequencies tf follows a binomial distribution approximated by a poisson the draft is that each team is given a position in the draft draft
IR_ch7,39,introduction to information retrieval poisson distribution the poisson distribution models the probability of k the number of events occurring in a fixed interval of time space with known average rate λ cf t independent of the last event examples number of cars arriving at a toll booth per minute number of typos on a page p k l k k e l
IR_ch7,40,introduction to information retrieval poisson distribution if t is large and p is small we can approximate a binomial distribution with a poisson where λ tp k l l p k e k mean variance λ tp example p t chance of occurrence is binomial poisson already close p e e p æçè ö ø
IR_ch7,41,introduction to information retrieval poisson model assume that term frequencies in a document tf i follow a poisson distribution fixed interval implies fixed document length think roughly constant sized document abstracts will fix later
IR_ch7,42,introduction to information retrieval poisson distributions
IR_ch7,43,introduction to information retrieval one poisson model flaw is a reasonable fit for general words is a poor fit for topic specific words get higher p k than predicted too often documents containing k occurrences of word λ freq word expected based conditions cathexis comic harter a probabilistic approach to automatic keyword indexing jasist
IR_ch7,44,introduction to information retrieval eliteness aboutness model term frequencies using eliteness what is eliteness hidden variable for each document term pair denoted as e for term i i represents aboutness a term is elite in a document if in some sense the document is about the concept denoted by the term eliteness is binary term occurrences depend only on eliteness but eliteness depends on relevance
IR_ch7,45,introduction to information retrieval elite terms text from the wikipedia page on the nfl draft showing elite terms the national football league draft is an annual event in which the national football league nfl teams select eligible college football players it serves as the league s most common source of player recruitment the basic design of the draft is that each team is given a position in the draft order in reverse order relative to its record
IR_ch7,46,introduction to information retrieval graphical model with eliteness r binary e i variables frequencies tf i not binary i î q
IR_ch7,47,introduction to information retrieval retrieval status value similar to the bim derivation we have where and using eliteness we have r s v e l i t e i î å q t f i c e i l i t e t f i p tf tf r p tf tf e elite p e elite r i i i i i i p tf tf e elite p e elite r i i i i c e i l i t e t f i l o g p p t t f f i i t f i r r p p t t f f i i t f i r r
IR_ch7,48,introduction to information retrieval poisson model the problems with the poisson model suggests fitting two poisson distributions in the poisson model the distribution is different depending on whether the term is elite or not where π is probability that document is elite for term but unfortunately we don t know π λ μ p t f i k i r
IR_ch7,49,introduction to information retrieval elite c tf let s get an idea graphing for i i different parameter values of the poisson
IR_ch7,50,introduction to information retrieval qualitative properties c elite i increases monotonically with tf i but asymptotically approaches a maximum value as not true for simple scaling of tf with the asymptotic limit being c e i l i t e t f i weight of bim c eliteness i feature t f i
IR_ch7,51,introduction to information retrieval approximating the saturation function estimating parameters for the poisson model is not easy so approximate it with a simple parametric curve that has the same qualitative properties tf k tf
IR_ch7,52,introduction to information retrieval saturation function for high values of k increments in tf continue to i contribute significantly to the score contributions tail off quickly for low values of k
IR_ch7,53,introduction to information retrieval early versions of bm version using the saturation function version bim simplification to idf k factor doesn t change ranking but makes term score when tf i similar to tf idf but term scores are bounded c b i m c b i v m t v f i t f i l o g c d b i n f i m i k t k k f i t f i t f t i f i
IR_ch7,54,introduction to information retrieval document length normalization longer documents are likely to have larger tf values i why might documents be longer verbosity suggests observed tf too high i larger scope suggests observed tf may be right i a real document collection probably has both effects so should apply some kind of partial normalization
IR_ch7,55,introduction to information retrieval document length normalization document length avdl average document length over collection length normalization component b full document length normalization b no document length normalization b æçè d l b å i î v t f b i a d v l d l ö ø b
IR_ch7,56,introduction to information retrieval document length normalization
IR_ch7,57,introduction to information retrieval okapi bm normalize tf using document length bm ranking function t f i t b f i n k tf c bm tf log i i i df k tf i i l o g d n f i k b k b a t f d v i l d l t f i å rsv bm cbm tf i i iîq
IR_ch7,58,introduction to information retrieval okapi bm k controls term frequency scaling k is binary model k large is raw term frequency b controls document length normalization b is no length normalization b is relative frequency fully scale by document length typically k is set around and b around iir sec discusses incorporating query term weighting and pseudo relevance feedback r s v b m å i î q l o g d n f i k b k b a t f d v i l d l t f i
IR_ch7,59,introduction to information retrieval why is bm better than vsm tf idf suppose your query is machine learning suppose you have documents with term counts doc learning machine doc learning machine tf idf log tf log n df doc doc bm k doc doc
IR_ch7,60,introduction to information retrieval ranking with features textual features zones title author abstract body anchors proximity non textual features file type file age page rank
IR_ch7,61,introduction to information retrieval ranking with zones straightforward idea apply your favorite ranking function bm to each zone separately combine zone scores using a weighted linear combination but that seems to imply that the eliteness properties of different zones are different and independent of each other which seems unreasonable
IR_ch7,62,introduction to information retrieval ranking with zones alternate idea assume eliteness is a term document property shared across zones but the relationship between eliteness and term frequencies are zone dependent e g denser use of elite topic words in title consequence first combine evidence across zones for each term then combine evidence across terms
IR_ch7,63,introduction to information retrieval bm f with zones calculate a weighted variant of total term frequency and a weighted variant of document length z z å å average dl tf v tf dl v len avdl i z zi z z across all z z documents where v is zone weight z tf is term frequency in zone z zi len is length of zone z z z is the number of zones
IR_ch7,64,introduction to information retrieval simple bm f with zones simple interpretation zone z is replicated v times z but we may want zone specific parameters k b idf r s v s i m p l e b m f å i î q l o g d n f i k b k b a t d v f i l d l t f i
IR_ch7,65,introduction to information retrieval bm f empirically zone specific length normalization i e zone specific b has been found to be useful z tf å tf v zi i z b z z b z æçè b z b z a l v e l n e z n z ö ø b z n k tf rsv bm f å log i df k tf iîq i i see robertson and zaragoza
IR_ch7,66,introduction to information retrieval ranking with non textual features assumptions usual independence assumption independent of each other and of the textual features allows us to factor out in bim style derivation relevance information is query independent usually true for features like page rank age type allows us to keep all non textual features in the bim style derivation where we drop non query terms p p f f j j f f j j r r
IR_ch7,67,introduction to information retrieval ranking with non textual features f å å rsv c tf lv f i i j j j where iîq j p f f r j j v f log j j p f f r j j and l is an artificially added free parameter to account for rescalings in the approximations care must be taken in selecting v depending on f j j e g explains why works well j f log l f j j j l f j j l j e x p f j l j bm rsv log pagerank
IR_ch7,68,introduction to information retrieval resources s e robertson and k spärck jones relevance weighting of search terms journal of the american society for information sciences c j van rijsbergen information retrieval nd ed london butterworths chapter http www dcs gla ac uk keith preface html k spärck jones s walker and s e robertson a probabilistic model of information retrieval development and comparative experiments part information processing and management s e robertson and h zaragoza the probabilistic relevance framework bm and beyond foundations and trends in information retrieval
IR_ch8,1,introduction to information retrieval introduction to information retrieval evaluation chris manning and pandu nayak cs information retrieval and web search
IR_ch8,2,introduction to information retrieval situation thanks to your stellar performance in cs you quickly rise to vp of search at internet retail giant nozama com your boss brings in her nephew sergey who claims to have built a better search engine for nozama do you laugh derisively and send him to rival tramlaw labs counsel sergey to go to stanford and take cs try a few queries on his engine and say not bad
IR_ch8,3,introduction to information retrieval sec what could you ask sergey how fast does it index number of documents hour incremental indexing nozama adds k products day how fast does it search latency and cpu needs for nozama s million products does it recommend related products this is all good but it says nothing about the quality of sergey s search you want nozama s users to be happy with the search experience
IR_ch8,4,introduction to information retrieval how do you tell if users are happy search returns products relevant to users how do you assess this at scale search results get clicked a lot misleading titles summaries can cause users to click users buy after using the search engine or users spend a lot of after using the search engine repeat visitors buyers do users leave soon after searching do they come back within a week month
IR_ch8,5,introduction to information retrieval sec happiness elusive to measure most common proxy relevance of search results pioneered by cyril cleverdon in the cranfield experiments but how do you measure relevance
IR_ch8,6,introduction to information retrieval sec measuring relevance three elements a benchmark document collection a benchmark suite of queries an assessment of either relevant or nonrelevant for each query and each document
IR_ch8,7,introduction to information retrieval so you want to measure the quality of a new search algorithm benchmark documents nozama s products benchmark query suite more on this judgments of document relevance for each query relevance million nozama com products judgment sample queries
IR_ch8,8,introduction to information retrieval relevance judgments binary relevant vs non relevant in the simplest case more nuanced relevance levels also used what are some issues already million times k takes us into the range of a quarter trillion judgments if each judgment took a human seconds we d still need seconds or nearly million if you pay people per hour to assess k new products per day
IR_ch8,9,introduction to information retrieval crowd source relevance judgments present query document pairs to low cost labor on online crowd sourcing platforms hope that this is cheaper than hiring qualified assessors lots of literature on using crowd sourcing for such tasks you get fairly good signal but the variance in the resulting judgments is quite high
IR_ch8,10,introduction to information retrieval sec what else still need test queries must be germane to docs available must be representative of actual user needs random query terms from the documents are not a good idea sample from query logs if available classically non web low query rates not enough query logs experts hand craft user needs
IR_ch8,11,introduction to information retrieval sec early public test collections th c typical trec recent datasets s of million web pages gov clueweb
IR_ch8,12,introduction to information retrieval now we have the basics of a benchmark let s review some evaluation measures precision recall dcg
IR_ch8,13,introduction to information retrieval sec evaluating an ir system note user need is translated into a query relevance is assessed relative to the user need not the query e g information need my swimming pool bottom is becoming black and needs to be cleaned query pool cleaner assess whether the doc addresses the underlying need not whether it has these words
IR_ch8,14,introduction to information retrieval sec unranked retrieval evaluation precision and recall recap from iir video binary assessments precision fraction of retrieved docs that are relevant p relevant retrieved recall fraction of relevant docs that are retrieved p retrieved relevant relevant nonrelevant retrieved tp fp not retrieved fn tn precision p tp tp fp recall r tp tp fn
IR_ch8,15,introduction to information retrieval rank based measures binary relevance precision k p k mean average precision map mean reciprocal rank mrr multiple levels of relevance normalized discounted cumulative gain ndcg
IR_ch8,16,introduction to information retrieval precision k set a rank threshold k compute relevant in top k ignores documents ranked lower than k ex prec of prec of prec of in similar fashion we have recall k
IR_ch8,17,introduction to information retrieval sec a precision recall curve lots more detail on this in the canvas video n o i s i c e r p recall
IR_ch8,18,introduction to information retrieval mean average precision consider rank position of each relevant doc k k k r compute precision k for each k k k r average precision average of p k ex has avgprec of map is average precision across multiple queries rankings
IR_ch8,19,introduction to information retrieval average precision
IR_ch8,20,introduction to information retrieval map
IR_ch8,21,introduction to information retrieval mean average precision if a relevant document never gets retrieved we assume the precision corresponding to that relevant doc to be zero map is macro averaging each query counts equally now perhaps most commonly used measure in research papers good for web search map assumes user is interested in finding many relevant documents for each query map requires many relevance judgments in text collection
IR_ch8,22,introduction to information retrieval beyond binary relevance
IR_ch8,23,introduction to information retrieval fair fair good
IR_ch8,24,introduction to information retrieval discounted cumulative gain popular measure for evaluating web search and related tasks two assumptions highly relevant documents are more useful than marginally relevant documents the lower the ranked position of a relevant document the less useful it is for the user since it is less likely to be examined
IR_ch8,25,introduction to information retrieval discounted cumulative gain uses graded relevance as a measure of usefulness or gain from examining a document gain is accumulated starting at the top of the ranking and may be reduced or discounted at lower ranks typical discount is log rank with base the discount at rank is and at rank it is
IR_ch8,26,introduction to information retrieval summarize a ranking dcg what if relevance judgments are in a scale of r r cumulative gain cg at rank n let the ratings of the n documents be r r r n in ranked order cg r r r n discounted cumulative gain dcg at rank n dcg r r log r log r log n n we may use any base for the logarithm
IR_ch8,27,introduction to information retrieval discounted cumulative gain dcg is the total gain accumulated at a particular rank p alternative formulation used by some web search companies emphasis on retrieving highly relevant documents
IR_ch8,28,introduction to information retrieval dcg example ranked documents judged on relevance scale discounted gain dcg
IR_ch8,29,introduction to information retrieval ndcg for summarizing rankings normalized discounted cumulative gain ndcg at rank n normalize dcg at rank n by the dcg value at rank n of the ideal ranking the ideal ranking would first return the documents with the highest relevance level then the next highest relevance level etc normalization useful for contrasting queries with varying numbers of relevant results ndcg is now quite popular in evaluating web search
IR_ch8,30,introduction to information retrieval ndcg example ground truth ranking function ranking function i document document document r r r order i order i order i d d d d d d d d d d d d ndcg ndcg ndcg gt rf rf dcg gt log log log d d c c g g r r f f l o l o g g l o l o g g l o l o g g documents d d d d maxdcg dcg gt
IR_ch8,31,introduction to information retrieval what if the results are not in a list suppose there s only one relevant document scenarios known item search navigational queries looking for a fact search duration rank of the answer measures a user s effort
IR_ch8,32,introduction to information retrieval mean reciprocal rank consider rank position k of first relevant doc could be only clicked doc reciprocal rank score mrr is the mean rr across multiple queries k
IR_ch8,33,introduction to information retrieval human judgments are expensive inconsistent between raters over time decay in value as documents query mix evolves not always representative of real users rating vis à vis query don t know underlying need may not understand meaning of terms etc so what alternatives do we have
IR_ch8,34,introduction to information retrieval using user clicks
IR_ch8,35,introduction to information retrieval taken with slight adaptation from fan guo and chao liu s cikm tutorial statistical user behavior models for web search click log analysis search results for cikm in of clicks received
IR_ch8,36,introduction to information retrieval user behavior adapt ranking to user clicks of clicks received
IR_ch8,37,introduction to information retrieval what do clicks tell us tools needed for non trivial cases of clicks received strong position bias so absolute click rates unreliable
IR_ch8,38,introduction to information retrieval eye tracking user study
IR_ch8,39,introduction to information retrieval click position bias higher positions receive more user attention eye e g a t fixation and clicks than n e c lower positions r e p this is true even in the normal position extreme setting where the order of positions is e reversed g a t n e c r e p clicks are informative but biased reversed impression joachims
IR_ch8,40,introduction to information retrieval relative vs absolute ratings user s click sequence hard to conclude result result probably can conclude result result
IR_ch8,41,introduction to information retrieval evaluating pairwise relative ratings pairs of the form doca better than docb for a query doesn t mean that doca relevant to query now rather than assess a rank ordering wrt per doc relevance assessments assess in terms of conformance with historical pairwise preferences recorded from user clicks but don t learn and test on the same ranking algorithm i e if you learn historical clicks from nozama and compare sergey vs nozama on this history
IR_ch8,42,introduction to information retrieval comparing two rankings via clicks joachims query support vector machines ranking a ranking b kernel machines kernel machines svm light svms lucent svm demo intro to svms royal holl svm archives of svm svm software svm light svm tutorial svm software
IR_ch8,43,introduction to information retrieval interleave the two rankings kernel machines kernel machines svms this interleaving svm light starts with b intro to svms lucent svm demo archives of svm royal holl svm svm light
IR_ch8,44,introduction to information retrieval remove duplicate results kernel machines kernel machines svms svm light intro to svms lucent svm demo archives of svm royal holl svm svm light
IR_ch8,45,introduction to information retrieval count user clicks kernel machines a b kernel machines clicks svms ranking a svm light a ranking b intro to svms lucent svm demo a archives of svm royal holl svm svm light
IR_ch8,46,introduction to information retrieval interleaved ranking present interleaved ranking to users start randomly with ranking a or ranking b to even out presentation bias count clicks on results from a versus results from b better ranking will on average get more clicks
IR_ch8,47,introduction to information retrieval sec a b testing at web search engines purpose test a single innovation prerequisite you have a large search engine up and running have most users use old system divert a small proportion of traffic e g to an experiment to evaluate an innovation interleaved experiment full page experiment
IR_ch8,48,introduction to information retrieval facts entities what happens to clicks
IR_ch8,49,introduction to information retrieval recap benchmarks consist of document collection query set assessment methodology assessment methodology can use raters user clicks or a combination these get quantized into a goodness measure precision ndcg etc different engines algorithms compared on a benchmark together with a goodness measure
IR_ch8,50,introduction to information retrieval user behavior user behavior is an intriguing source of relevance data users make somewhat informed choices when they interact with search engines potentially a lot of data available in search logs but there are significant caveats user behavior data can be very noisy interpreting user behavior can be tricky spam can be a significant problem not all queries will have user behavior
IR_ch8,51,introduction to information retrieval incorporating user behavior into ranking algorithm incorporate user behavior features into a ranking function like bm f but requires an understanding of user behavior features so that appropriate v functions are used j incorporate user behavior features into learned ranking function either of these ways of incorporating user behavior signals improve ranking
